User-ID,Location,Age,city,state,country
148863,"sussex, wisconsin, usa",,sussex,wisconsin,usa
148898,"holiday, florida, usa",24,holiday,florida,usa
148928,"santa monica, ,",,santa monica,,
148929,"norfolk, virginia, usa",59,norfolk,virginia,usa
148934,"brooklyn, new york, usa",31,brooklyn,new york,usa
148965,"harrisonville, missouri, usa",33,harrisonville,missouri,usa
148966,"barstow, california, usa",35,barstow,california,usa
148986,"escondido, california, usa",62,escondido,california,usa
149043,"sonoma, california, usa",55,sonoma,california,usa
149069,"struthers, ohio, usa",30,struthers,ohio,usa
149071,"nekoosa, wisconsin, usa",49,nekoosa,wisconsin,usa
149084,"germantown, maryland, usa",32,germantown,maryland,usa
149120,"hillsdale, michigan, usa",,hillsdale,michigan,usa
149136,"springfield, missouri, usa",,springfield,missouri,usa
149145,"simsbury, connecticut, usa",,simsbury,connecticut,usa
149198,"cincinnati, ohio, usa",17,cincinnati,ohio,usa
149204,"lincoln, nebraska, usa",,lincoln,nebraska,usa
149231,"gladstone, oregon,",,gladstone,oregon,
149250,"columbia, maryland, usa",32,columbia,maryland,usa
149259,"staten island, new york, usa",49,staten island,new york,usa
149373,"menlo park, california, usa",,menlo park,california,usa
149400,"westlake village, california, usa",48,westlake village,california,usa
149403,"kansas city, missouri, usa",45,kansas city,missouri,usa
149483,"houston, texas, usa",25,houston,texas,usa
149510,"berlin, berlin, germany",41,berlin,berlin,germany
149511,"berlin, berlin, germany",,berlin,berlin,germany
149589,"ribeirÃ£o preto, sÃ£o paulo, brazil",29,ribeirÃ£o preto,sÃ£o paulo,brazil
149647,"madrid, madrid, spain",27,madrid,madrid,spain
149661,"ventura, california, usa",,ventura,california,usa
149690,"logan city, queensland, australia",35,logan city,queensland,australia
149802,"bethlehem, connecticut, usa",33,bethlehem,connecticut,usa
149810,"springfield, illinois, usa",,springfield,illinois,usa
149893,"apo, new york,",25,apo,new york,
149907,"hendersonville, north carolina, usa",42,hendersonville,north carolina,usa
149908,"hull, england, united kingdom",29,hull,england,united kingdom
149909,"sungai petani, kedah, malaysia",22,sungai petani,kedah,malaysia
149934,"chicago, illinois, usa",44,chicago,illinois,usa
149985,"chicago, illinois, usa",34,chicago,illinois,usa
150000,"north royalton, ohio, usa",,north royalton,ohio,usa
150042,"menlo park, california, usa",,menlo park,california,usa
150067,"akron, ohio, usa",29,akron,ohio,usa
150088,"buffalo, new york, usa",29,buffalo,new york,usa
150124,"york, nebraska, usa",30,york,nebraska,usa
150206,"hoboken, new jersey, usa",,hoboken,new jersey,usa
150297,"tampere, pirkanmaa, finland",24,tampere,pirkanmaa,finland
150327,"lombard, , usa",,lombard,,usa
150350,"new lenox, illinois, usa",37,new lenox,illinois,usa
150464,"lisbon, n/a, portugal",22,lisbon,n/a,portugal
150468,"running springs, california, usa",37,running springs,california,usa
150471,"green bay, wisconsin, usa",26,green bay,wisconsin,usa
150498,"cumberland, maryland, usa",38,cumberland,maryland,usa
150508,"oakland, california, usa",,oakland,california,usa
150554,"roanoke, virginia, usa",15,roanoke,virginia,usa
150561,"bodegraven, zuid-holland, netherlands",33,bodegraven,zuid-holland,netherlands
150567,"glasgow, scotland, united kingdom",28,glasgow,scotland,united kingdom
150587,"iowa city, iowa, usa",61,iowa city,iowa,usa
150627,"sacramento, california, usa",24,sacramento,california,usa
150657,"catskill, new york, usa",26,catskill,new york,usa
150661,"scottsdale, arizona, usa",36,scottsdale,arizona,usa
150663,"nightsky, oregon, usa",24,nightsky,oregon,usa
150695,"pittsburgh, pennsylvania, usa",33,pittsburgh,pennsylvania,usa
150697,"moorefield, ontario, canada",41,moorefield,ontario,canada
150706,"redwood city, california, usa",,redwood city,california,usa
150814,"greenwood, south carolina, usa",42,greenwood,south carolina,usa
150890,"decorah, iowa, usa",19,decorah,iowa,usa
150896,"vancouver, washington, usa",30,vancouver,washington,usa
150911,"southern pines, north carolina, usa",35,southern pines,north carolina,usa
150928,"santa cruz, california, usa",50,santa cruz,california,usa
150932,"somewhere in, indiana, usa",,somewhere in,indiana,usa
150951,"orlando, florida, usa",,orlando,florida,usa
150966,"plainfield, illinois, usa",37,plainfield,illinois,usa
150968,"manchester, new hampshire, usa",47,manchester,new hampshire,usa
150979,"greencastle, pennsylvania, usa",34,greencastle,pennsylvania,usa
151002,"burkburnett, texas, usa",,burkburnett,texas,usa
151004,"millburn, new jersey, usa",41,millburn,new jersey,usa
151043,"nacogdoches, texas, usa",20,nacogdoches,texas,usa
151068,"melbourne, vic, australia",28,melbourne,vic,australia
151079,"sinking spring, pennsylvania, usa",40,sinking spring,pennsylvania,usa
151086,"atlanta, georgia, usa",39,atlanta,georgia,usa
151098,"appalachia, virginia, usa",38,appalachia,virginia,usa
151101,"pottstown, pennsylvania, usa",,pottstown,pennsylvania,usa
151104,"albuquerque, new mexico, usa",,albuquerque,new mexico,usa
151107,"minneapolis, minnesota, usa",39,minneapolis,minnesota,usa
151122,"olympia, washington, usa",42,olympia,washington,usa
151139,"la jolla, california,",,la jolla,california,
151143,"deming, new mexico, usa",,deming,new mexico,usa
151169,"memphis, ,",,memphis,,
151263,"baltimore, maryland, usa",,baltimore,maryland,usa
151415,"brisbane, queensland, australia",,brisbane,queensland,australia
151454,"princeton, new jersey, usa",15,princeton,new jersey,usa
151459,"olympia, washington, usa",54,olympia,washington,usa
151470,"lutz, florida, usa",34,lutz,florida,usa
151483,"belmont, california, usa",,belmont,california,usa
151495,"kingston, ontario, canada",,kingston,ontario,canada
151503,"fairbanks, alaska, usa",33,fairbanks,alaska,usa
151537,"dalton, georgia, usa",33,dalton,georgia,usa
151589,"portland, oregon, usa",56,portland,oregon,usa
151608,"orillia, ontario, canada",,orillia,ontario,canada
151634,"berkeley, california, usa",,berkeley,california,usa
151702,"warner robins, georgia, usa",18,warner robins,georgia,usa
151762,"hamburg, hamburg, germany",,hamburg,hamburg,germany
151780,"topeka, kansas, usa",26,topeka,kansas,usa
151787,"frankfort, illinois, usa",16,frankfort,illinois,usa
151790,"austin, texas, usa",26,austin,texas,usa
151799,"bismarck, north dakota, usa",27,bismarck,north dakota,usa
151800,"saint charles, missouri, usa",25,saint charles,missouri,usa
151806,"christchurch, canterbury, new zealand",50,christchurch,canterbury,new zealand
151811,"boston, massachusetts, usa",,boston,massachusetts,usa
151846,"vancouver, british columbia, canada",,vancouver,british columbia,canada
151928,"petaluma, california, usa",52,petaluma,california,usa
151991,"zeist, utrecht, netherlands",39,zeist,utrecht,netherlands
152016,"easthampton, massachusetts, usa",29,easthampton,massachusetts,usa
152020,"new city, new york, usa",,new city,new york,usa
152036,"yankton, south dakota, usa",47,yankton,south dakota,usa
152099,"wickenburg, arizona, usa",14,wickenburg,arizona,usa
152136,"breckenridge, colorado, usa",31,breckenridge,colorado,usa
152186,"windsor, ontario, canada",33,windsor,ontario,canada
152206,"waxahachie, texas, usa",16,waxahachie,texas,usa
152249,"salt lake, utah, usa",,salt lake,utah,usa
152260,"amersfoort, utrecht, netherlands",,amersfoort,utrecht,netherlands
152307,"seattle, washington, usa",26,seattle,washington,usa
152309,"chicago, illinois, usa",71,chicago,illinois,usa
152354,"boston, massachusetts, usa",,boston,massachusetts,usa
152409,"phoenixville, pennsylvania, usa",33,phoenixville,pennsylvania,usa
152435,"indianapolis, indiana, usa",40,indianapolis,indiana,usa
152468,"mount shasta, california, usa",,mount shasta,california,usa
152483,"braga, braga, portugal",18,braga,braga,portugal
152496,"loveland, colorado, usa",,loveland,colorado,usa
152514,"san diego, california, usa",61,san diego,california,usa
152548,"billerica, massachusetts, usa",30,billerica,massachusetts,usa
152562,"fort collins, colorado, usa",38,fort collins,colorado,usa
152568,"westminster, colorado, usa",,westminster,colorado,usa
152579,"kota kinabalu, sabah, malaysia",22,kota kinabalu,sabah,malaysia
152582,"atlanta, georgia, usa",25,atlanta,georgia,usa
152605,"tulsa, oklahoma, usa",34,tulsa,oklahoma,usa
152617,"savannah, georgia, usa",27,savannah,georgia,usa
152620,"peoria, arizona, usa",51,peoria,arizona,usa
152645,"chicago, illinois, usa",28,chicago,illinois,usa
152651,"plattsburgh, new york, usa",24,plattsburgh,new york,usa
152696,"studio city, california, usa",,studio city,california,usa
152697,"otsu, shiga, japan",,otsu,shiga,japan
152726,"derby, england, united kingdom",23,derby,england,united kingdom
152742,"ypsilanti, michigan, usa",38,ypsilanti,michigan,usa
152770,"nashville, tennessee, usa",,nashville,tennessee,usa
152827,"ottawa, ontario, canada",40,ottawa,ontario,canada
152906,"orlando, florida, usa",24,orlando,florida,usa
152942,"kingsburg, california, usa",31,kingsburg,california,usa
152946,"lisbon, lisbon, portugal",25,lisbon,lisbon,portugal
153042,"ann arbor, michigan, usa",35,ann arbor,michigan,usa
153054,"cambridge, massachusetts, usa",20,cambridge,massachusetts,usa
153079,"ontinar, zaragoza, spain",26,ontinar,zaragoza,spain
153091,"setÃºbal, setÃºbal, portugal",26,setÃºbal,setÃºbal,portugal
153115,"eden valley, minnesota, usa",30,eden valley,minnesota,usa
153174,"saint paul, minnesota, usa",55,saint paul,minnesota,usa
153211,"toronto, ontario, canada",28,toronto,ontario,canada
153257,"kelowna, british columbia, canada",,kelowna,british columbia,canada
153284,"olympia, washington, usa",,olympia,washington,usa
153322,"york, ,",33,york,,
153342,"barrie, ontario, canada",43,barrie,ontario,canada
153361,"jacksonville, arkansas, usa",44,jacksonville,arkansas,usa
153400,"new york city, ,",37,new york city,,
153513,"little rock, arkansas, usa",31,little rock,arkansas,usa
153563,"muncie, indiana, usa",,muncie,indiana,usa
153570,"wien, wien, austria",25,wien,wien,austria
153621,"zaragoza, aragÃ³n, spain",29,zaragoza,aragÃ³n,spain
153653,"rapid city, south dakota, usa",50,rapid city,south dakota,usa
153662,"ft. stewart, georgia, usa",44,ft. stewart,georgia,usa
153718,"round lake, illinois, usa",27,round lake,illinois,usa
153723,"fresno, california,",31,fresno,california,
153752,"victoria, british columbia, canada",32,victoria,british columbia,canada
153797,"tulsa, oklahoma, usa",31,tulsa,oklahoma,usa
153818,"kuala lumpur, wilayah persekutuan, malaysia",26,kuala lumpur,wilayah persekutuan,malaysia
153865,"richmond, virginia, usa",,richmond,virginia,usa
153877,"langhorne, pennsylvania, usa",34,langhorne,pennsylvania,usa
153927,"brewton, alabama, usa",26,brewton,alabama,usa
153950,"dover-foxcroft, maine, usa",,dover-foxcroft,maine,usa
154003,"toronto, ontario, canada",30,toronto,ontario,canada
154021,"figueira da foz, coimbra, portugal",34,figueira da foz,coimbra,portugal
154037,"copenhagen, n/a, denmark",33,copenhagen,n/a,denmark
154070,"wellman, iowa, usa",38,wellman,iowa,usa
154126,"merritt island, florida, usa",48,merritt island,florida,usa
154129,"san francisco, california, usa",31,san francisco,california,usa
154137,"lemoore, california, usa",,lemoore,california,usa
154160,"n vancouver, british columbia, canada",32,n vancouver,british columbia,canada
154176,"copenhagen, n/a, denmark",31,copenhagen,n/a,denmark
154182,"new waverly, texas, usa",36,new waverly,texas,usa
154244,"scottsdale, arizona, usa",28,scottsdale,arizona,usa
154330,"round rock, ,",38,round rock,,
154345,"white plains, new york, usa",,white plains,new york,usa
154346,"cotati, ,",24,cotati,,
154354,"eatontown, new jersey, usa",31,eatontown,new jersey,usa
154409,"renton, washington, usa",,renton,washington,usa
154443,"kingsland, georgia, usa",31,kingsland,georgia,usa
154465,"albany, california, usa",32,albany,california,usa
154469,"trois-riviÃ¨res ouest, quebec, canada",,trois-riviÃ¨res ouest,quebec,canada
154529,"fishers, indiana, usa",37,fishers,indiana,usa
154543,"san francisco, california, usa",29,san francisco,california,usa
154553,"duluth, minnesota, usa",23,duluth,minnesota,usa
154583,"sandy, utah, usa",,sandy,utah,usa
154592,"columbus, indiana, usa",,columbus,indiana,usa
154610,"vancouver, british columbia, canada",68,vancouver,british columbia,canada
154633,"lakeland, florida, usa",30,lakeland,florida,usa
154646,"woodridge, new jersey, usa",43,woodridge,new jersey,usa
154663,"chicago, illinois, usa",35,chicago,illinois,usa
154675,"alhambra, california, usa",29,alhambra,california,usa
154730,"encinitas, california, usa",42,encinitas,california,usa
154742,"clayton, north carolina, usa",,clayton,north carolina,usa
154763,"wichita, kansas, usa",39,wichita,kansas,usa
154773,"indianapolis, indiana, usa",30,indianapolis,indiana,usa
154781,"boydton, virginia, usa",62,boydton,virginia,usa
154787,"houston, texas, usa",52,houston,texas,usa
154791,"new haven, connecticut, usa",,new haven,connecticut,usa
154811,"mooresville, indiana, usa",,mooresville,indiana,usa
154813,"trumansburg, new york, usa",31,trumansburg,new york,usa
154844,"sharon hill, pennsylvania, usa",32,sharon hill,pennsylvania,usa
154857,"washington, michigan, usa",,washington,michigan,usa
154859,"carnation, washington, usa",54,carnation,washington,usa
154910,"henderson, tennessee, usa",20,henderson,tennessee,usa
154944,"colony, kansas, usa",33,colony,kansas,usa
154975,"dallas, texas, usa",29,dallas,texas,usa
154992,"maryland heights, missouri, usa",40,maryland heights,missouri,usa
155000,"fogelsville, pennsylvania, usa",53,fogelsville,pennsylvania,usa
155014,"las cruces, new mexico, usa",,las cruces,new mexico,usa
155027,"tucson, arizona, usa",39,tucson,arizona,usa
155047,"wilwisheim, alsace, france",41,wilwisheim,alsace,france
155064,"tacoma, washington, usa",,tacoma,washington,usa
155141,"knoxville, tennessee, usa",31,knoxville,tennessee,usa
155146,"kenosha, wisconsin, usa",21,kenosha,wisconsin,usa
155147,"seattle, washington, usa",60,seattle,washington,usa
155149,"taufkirchen, bayern, germany",42,taufkirchen,bayern,germany
155173,"aurora, colorado, usa",,aurora,colorado,usa
155219,"stamford, connecticut, usa",29,stamford,connecticut,usa
155306,"queensbury, new york, usa",,queensbury,new york,usa
155332,"portland, oregon, usa",,portland,oregon,usa
155343,"kuala lumpur, n/a, malaysia",26,kuala lumpur,n/a,malaysia
155349,"framingham, massachusetts, usa",,framingham,massachusetts,usa
155376,"naperville, illinois, usa",20,naperville,illinois,usa
155444,"port st. john, florida, usa",51,port st. john,florida,usa
155463,"st. albans, west virginia, usa",38,st. albans,west virginia,usa
155495,"hood river, oregon, usa",26,hood river,oregon,usa
155549,"minneapolis, minnesota, usa",50,minneapolis,minnesota,usa
155580,"fairport, new york, usa",61,fairport,new york,usa
155650,"lewisville, texas, usa",,lewisville,texas,usa
155680,"lisbon, ., portugal",22,lisbon,.,portugal
155743,"san simeon, california, usa",,san simeon,california,usa
155771,"salem, oregon, usa",32,salem,oregon,usa
155778,"orlando, ,",,orlando,,
155807,"santa barbara, california, usa",54,santa barbara,california,usa
155810,"toronto, ontario, canada",,toronto,ontario,canada
155878,"scotland, ontario, canada",,scotland,ontario,canada
155913,"regensburg, bayern, germany",,regensburg,bayern,germany
155916,"perth, western australia, australia",27,perth,western australia,australia
156020,"lisboa, n/a, portugal",38,lisboa,n/a,portugal
156096,"bath, ohio, usa",,bath,ohio,usa
156111,"wakefield, massachusetts, usa",15,wakefield,massachusetts,usa
156140,"middletown, rhode island, usa",52,middletown,rhode island,usa
156150,"howell, new jersey, usa",36,howell,new jersey,usa
156214,"new bern, north carolina, usa",59,new bern,north carolina,usa
156243,"livorno, toscana, italy",40,livorno,toscana,italy
156264,"seoul, n/a, south korea",38,seoul,n/a,south korea
156269,"chicago, illinois, usa",53,chicago,illinois,usa
156300,"pinon hills, california, usa",49,pinon hills,california,usa
156342,"bay area, california, usa",31,bay area,california,usa
156432,"halifax, nova scotia, canada",22,halifax,nova scotia,canada
156438,"columbia, south carolina, usa",43,columbia,south carolina,usa
156467,"waltham, massachusetts, usa",38,waltham,massachusetts,usa
156510,"surrey, british columbia, canada",50,surrey,british columbia,canada
156534,"whitehaven, england, united kingdom",26,whitehaven,england,united kingdom
156551,"philadelphia, pennsylvania, usa",,philadelphia,pennsylvania,usa
156584,"hobart, tasmania, australia",55,hobart,tasmania,australia
156670,"lisboa, lisboa, portugal",39,lisboa,lisboa,portugal
156706,"bellevue, nebraska, usa",19,bellevue,nebraska,usa
156767,"lynnwood, ,",,lynnwood,,
156837,"buxton, england, united kingdom",39,buxton,england,united kingdom
156971,"pierrefonds, picardie, france",,pierrefonds,picardie,france
157068,"milano, lombardia, italy",29,milano,lombardia,italy
157082,"paris, ile de france, france",25,paris,ile de france,france
157083,"marmora, new jersey, usa",55,marmora,new jersey,usa
157101,"casper, wyoming, usa",31,casper,wyoming,usa
157127,"vine grove, kentucky, usa",26,vine grove,kentucky,usa
157163,"slatington, pennsylvania, usa",37,slatington,pennsylvania,usa
157192,"moose jaw, saskatchewan, canada",57,moose jaw,saskatchewan,canada
157247,"deventer, overijssel, netherlands",48,deventer,overijssel,netherlands
157252,"newburgh, new york, usa",43,newburgh,new york,usa
157273,"dripping springs, texas, usa",37,dripping springs,texas,usa
157281,"jacksonville, florida, usa",44,jacksonville,florida,usa
157290,"mountain home, idaho, usa",33,mountain home,idaho,usa
157380,"longview, texas, usa",34,longview,texas,usa
157543,"seattle, washington, usa",,seattle,washington,usa
157558,"modesto, california, usa",49,modesto,california,usa
157594,"vancouver, british columbia, canada",,vancouver,british columbia,canada
157655,"sydney, new south wales, australia",45,sydney,new south wales,australia
157660,"springfield, missouri, usa",,springfield,missouri,usa
157799,"heemstede, noord holland, netherlands",42,heemstede,noord holland,netherlands
157811,"kissimmee, florida, usa",34,kissimmee,florida,usa
157906,"denver, colorado, usa",27,denver,colorado,usa
157969,"denver, colorado, usa",30,denver,colorado,usa
158033,"riverside, california, usa",24,riverside,california,usa
158043,"pasadena, california, usa",,pasadena,california,usa
158100,"lafayette, louisiana, usa",27,lafayette,louisiana,usa
158103,"trumbull, connecticut, usa",56,trumbull,connecticut,usa
158104,"downingtown, pennsylvania, usa",,downingtown,pennsylvania,usa
158127,"atlanta, georgia, usa",42,atlanta,georgia,usa
158226,"oslo, oslo, norway",26,oslo,oslo,norway
158254,"asheville, north carolina, usa",28,asheville,north carolina,usa
158262,"antioch, tennessee,",29,antioch,tennessee,
158295,"cleveland, ohio, usa",,cleveland,ohio,usa
158344,"jena, thueringen, germany",36,jena,thueringen,germany
158347,"eureka, california, usa",62,eureka,california,usa
158361,"kansas city, missouri, usa",44,kansas city,missouri,usa
158363,"rancho palos verdes, california, usa",39,rancho palos verdes,california,usa
158385,"n/a, ohio, usa",32,n/a,ohio,usa
158433,"nahant, massachusetts, usa",,nahant,massachusetts,usa
158506,"woodland hills, california, usa",52,woodland hills,california,usa
158509,"portland, oregon, usa",,portland,oregon,usa
158559,"san diego, california, usa",,san diego,california,usa
158567,"medicine hat, alberta, canada",39,medicine hat,alberta,canada
158583,"asheboro, north carolina, usa",40,asheboro,north carolina,usa
158606,"dunedin, florida, usa",72,dunedin,florida,usa
158714,"dardanelle, arkansas, usa",,dardanelle,arkansas,usa
158763,"milwaukee, wisconsin, usa",43,milwaukee,wisconsin,usa
158774,"harrison, new jersey, usa",34,harrison,new jersey,usa
158791,"marmora, new jersey, usa",72,marmora,new jersey,usa
158846,"sagle, idaho, usa",54,sagle,idaho,usa
158852,"salem, oregon, usa",56,salem,oregon,usa
158984,"atlanta, georgia, usa",42,atlanta,georgia,usa
158997,"imperial beach, california, usa",42,imperial beach,california,usa
159004,"cincinnati, ohio, usa",35,cincinnati,ohio,usa
159033,"taneytown, maryland, usa",46,taneytown,maryland,usa
159040,"federal way, washington, usa",14,federal way,washington,usa
159137,"waban, massachusetts, usa",42,waban,massachusetts,usa
159211,"delft, zh,",30,delft,zh,
159230,"kahului, hawaii, usa",46,kahului,hawaii,usa
159259,"ottawa, ontario, canada",,ottawa,ontario,canada
159283,"nuneaton, england, united kingdom",66,nuneaton,england,united kingdom
159364,"huntsville, alabama, usa",,huntsville,alabama,usa
159376,"mathews, ,",,mathews,,
159440,"lille, nord, france",27,lille,nord,france
159455,"salmiya, medan hawalli, kuwait",,salmiya,medan hawalli,kuwait
159485,"winston-salem, north carolina, usa",,winston-salem,north carolina,usa
159506,"portland, oregon, usa",28,portland,oregon,usa
159564,"Ã¡gueda, aveiro, portugal",33,Ã¡gueda,aveiro,portugal
159568,"reggio emilia, emilia romagna, italy",28,reggio emilia,emilia romagna,italy
159720,"winnipeg, manitoba, canada",31,winnipeg,manitoba,canada
159732,"watchung, new jersey, usa",47,watchung,new jersey,usa
159787,"new york, new york, usa",,new york,new york,usa
159817,"penticton, british columbia, canada",,penticton,british columbia,canada
159822,"aptos, california, usa",37,aptos,california,usa
159834,"las vegas, nevada, usa",19,las vegas,nevada,usa
159847,"utrecht, , netherlands",,utrecht,,netherlands
159854,"westport, connecticut, usa",,westport,connecticut,usa
159858,"atlantic beach, florida, usa",37,atlantic beach,florida,usa
159860,"wheaton, illinois, usa",43,wheaton,illinois,usa
159863,"bury st edmunds, suffolk, united kingdom",60,bury st edmunds,suffolk,united kingdom
159946,"san marcos, texas, usa",38,san marcos,texas,usa
159977,"oklahoma city, oklahoma, usa",,oklahoma city,oklahoma,usa
159998,"houston, texas, usa",,houston,texas,usa
160032,"heidelberg, baden-wÃ¼rttemberg, germany",,heidelberg,baden-wÃ¼rttemberg,germany
160062,"cheektowaga, new york, usa",,cheektowaga,new york,usa
160098,"alexandria, virginia, usa",,alexandria,virginia,usa
160154,"detroit, michigan, usa",,detroit,michigan,usa
160165,"burlington, vermont, usa",,burlington,vermont,usa
160180,"tenino, washington, usa",57,tenino,washington,usa
160200,"oslo, oslo, norway",,oslo,oslo,norway
160231,"lakeland, florida, usa",,lakeland,florida,usa
160261,"midwest, midwest, usa",42,midwest,midwest,usa
160295,"portland, oregon, usa",38,portland,oregon,usa
160341,"vancouver, british columbia, canada",,vancouver,british columbia,canada
160361,"seatac, washington, usa",25,seatac,washington,usa
160378,"binghamton, new york, usa",19,binghamton,new york,usa
160393,"union, missouri, usa",46,union,missouri,usa
160401,"akron, ohio, usa",30,akron,ohio,usa
160405,"aachen, nordrhein-westfalen, germany",,aachen,nordrhein-westfalen,germany
160406,"bochum, nordrhein-westfalen, germany",,bochum,nordrhein-westfalen,germany
160407,"dortmund, nordrhein-westfalen, germany",,dortmund,nordrhein-westfalen,germany
160408,"duisburg, nordrhein-westfalen, germany",,duisburg,nordrhein-westfalen,germany
160409,"essen, nordrhein-westfalen, germany",,essen,nordrhein-westfalen,germany
160410,"gelsenkirchen, nordrhein-westfalen, germany",,gelsenkirchen,nordrhein-westfalen,germany
160413,"kÃ¶ln, nordrhein-westfalen, germany",,kÃ¶ln,nordrhein-westfalen,germany
160414,"mÃ¶nchengladbach, nordrhein-westfalen, germany",,mÃ¶nchengladbach,nordrhein-westfalen,germany
160415,"mÃ¶nchengladbach, nordrhein-westfalen, germany",,mÃ¶nchengladbach,nordrhein-westfalen,germany
160416,"aachen, nordrhein-westfalen, germany",,aachen,nordrhein-westfalen,germany
160434,"san francisco, california, usa",29,san francisco,california,usa
160451,"springfield, missouri, usa",59,springfield,missouri,usa
160507,"`t harde, gelderland, netherlands",36,`t harde,gelderland,netherlands
160511,"alexandria, virginia, usa",26,alexandria,virginia,usa
160541,"ashford, england, united kingdom",,ashford,england,united kingdom
160548,"orlando, ,",22,orlando,,
160558,"hooksett, new hampshire, usa",28,hooksett,new hampshire,usa
160571,"limoges, n/a, france",,limoges,n/a,france
160574,"saint michael, minnesota, usa",27,saint michael,minnesota,usa
160651,"milwaukee, wisconsin, usa",41,milwaukee,wisconsin,usa
160681,"niles, michigan, usa",28,niles,michigan,usa
160735,"blaine, minnesota, usa",39,blaine,minnesota,usa
160769,"ede, gelderland, netherlands",52,ede,gelderland,netherlands
160819,"miami, florida, usa",43,miami,florida,usa
160881,"dunedin, florida, usa",,dunedin,florida,usa
160939,"montreal, quebec, canada",25,montreal,quebec,canada
161023,"kansas city, missouri, usa",30,kansas city,missouri,usa
161032,"anderson, south carolina, usa",58,anderson,south carolina,usa
161037,"milton, ,",32,milton,,
161039,"fredericton, new brunswick, canada",30,fredericton,new brunswick,canada
161041,"lisbon, n/a, portugal",24,lisbon,n/a,portugal
161200,"catonsville, maryland, usa",43,catonsville,maryland,usa
161211,"knoxville, tennessee, usa",25,knoxville,tennessee,usa
161222,"rochester, new york, usa",33,rochester,new york,usa
161234,"millersville, maryland, usa",41,millersville,maryland,usa
161237,"new york, new york, usa",36,new york,new york,usa
161252,"north kingstown, rhode island, usa",57,north kingstown,rhode island,usa
161265,"annapolis, maryland, usa",44,annapolis,maryland,usa
161275,"burlingame, california, usa",20,burlingame,california,usa
161299,"covina, california, usa",41,covina,california,usa
161326,"stratford upon avon, england, united kingdom",,stratford upon avon,england,united kingdom
161348,"palmdale, california, usa",17,palmdale,california,usa
161373,"kennebunk, maine, usa",,kennebunk,maine,usa
161385,"harwood, north dakota, usa",,harwood,north dakota,usa
161391,"burlington, vermont, usa",27,burlington,vermont,usa
161443,"leonidas, michigan,",58,leonidas,michigan,
161448,"brentwood, new york, usa",57,brentwood,new york,usa
161462,"calgary, alberta, canada",18,calgary,alberta,canada
161466,"taunton, massachusetts, usa",69,taunton,massachusetts,usa
161467,"shelbyville, indiana, usa",41,shelbyville,indiana,usa
161476,"halifax, nova scotia, canada",26,halifax,nova scotia,canada
161533,"miami, florida, usa",27,miami,florida,usa
161615,"seattle, washington, usa",,seattle,washington,usa
161662,"west des moines, iowa, usa",32,west des moines,iowa,usa
161677,"rochester, new york, usa",26,rochester,new york,usa
161744,"tucson, arizona, usa",,tucson,arizona,usa
161751,"media, pennsylvania, usa",55,media,pennsylvania,usa
161752,"mesa, arizona, usa",58,mesa,arizona,usa
161755,"durham, north carolina, usa",26,durham,north carolina,usa
161831,"florissant, missouri, usa",33,florissant,missouri,usa
161853,"paoli, pennsylvania, usa",,paoli,pennsylvania,usa
161870,"steubenville, ohio, usa",,steubenville,ohio,usa
161872,"brandon, mississippi, usa",27,brandon,mississippi,usa
161880,"norfolk, virginia, usa",31,norfolk,virginia,usa
161882,"lasalle, ontario, canada",49,lasalle,ontario,canada
161903,"clearwater, kansas, usa",43,clearwater,kansas,usa
161936,"gisborne, victoria, australia",53,gisborne,victoria,australia
161974,"center rutland, vermont, usa",25,center rutland,vermont,usa
161986,"new york, new york, usa",,new york,new york,usa
161995,"portland, oregon, usa",,portland,oregon,usa
162001,"bothell, washington, usa",,bothell,washington,usa
162014,"toronto, ontario, canada",,toronto,ontario,canada
162019,"east moline, illinois, usa",19,east moline,illinois,usa
162030,"ny, new york, usa",,ny,new york,usa
162052,"danville, virginia, usa",51,danville,virginia,usa
162085,"toronto, ontario, canada",21,toronto,ontario,canada
162137,"unterlunkhofen, n/a, switzerland",25,unterlunkhofen,n/a,switzerland
162153,"columbus, ohio, usa",27,columbus,ohio,usa
162155,"federal way, washington, usa",57,federal way,washington,usa
162186,"newton highland, massachusetts, usa",,newton highland,massachusetts,usa
162219,"ottawa, ontario, canada",42,ottawa,ontario,canada
162264,"hayden, ,",,hayden,,
162311,"largo, florida, usa",22,largo,florida,usa
162363,"lindenwold, new jersey, usa",31,lindenwold,new jersey,usa
162376,"lynn, massachusetts, usa",23,lynn,massachusetts,usa
162380,"halifax, nova scotia, canada",28,halifax,nova scotia,canada
162473,"waterloo, ontario, canada",29,waterloo,ontario,canada
162474,"columbus, arkansas, usa",43,columbus,arkansas,usa
162496,"warranwood, victoria, australia",37,warranwood,victoria,australia
162538,"janesville, wisconsin, usa",49,janesville,wisconsin,usa
162562,"omaha, nebraska, usa",29,omaha,nebraska,usa
162564,"marietta, georgia, usa",28,marietta,georgia,usa
162590,"n/a, british columbia, canada",,n/a,british columbia,canada
162596,"royal oak, michigan, usa",30,royal oak,michigan,usa
162610,"tempe, arizona, usa",29,tempe,arizona,usa
162625,"monroe, michigan, usa",46,monroe,michigan,usa
162626,"los angeles, california, usa",,los angeles,california,usa
162639,"kelso, washington, usa",,kelso,washington,usa
162671,"yarmouth, nova scotia, canada",19,yarmouth,nova scotia,canada
